code,CC_1,CC_2,name,measured,class_in,class_out,classF_in,classF_out,near_share_in,near_share_out,changed,changedF,audit_t1,audit_t12,audit_from,audit_to,audit_from_stale
EU339,HUN,ROU,Upper Pannonian-Lower Pleistocene / Vojvodina / Duna-Tisza köze déli r.,TRUE,DA,DA,DA,DA,0.10944424554335665,0.012776289077047722,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU339,HUN,SRB,Upper Pannonian-Lower Pleistocene / Vojvodina / Duna-Tisza köze déli r.,TRUE,DA,DA,DA,DA,0.31310743057969354,0.08063813155403877,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU339,ROU,SRB,Upper Pannonian-Lower Pleistocene / Vojvodina / Duna-Tisza köze déli r.,TRUE,DA,DA,DA,DA,0.31310743057969354,0.2728778085921297,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU340,HUN,SVK,Komár?anská Kryha / Dunántúli-khgs. Északi r.,FALSE,BL,BL,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N001,CAN,USA,Abbotsford-Sumas,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N002,CAN,USA,Okanagan-Osoyoos,FALSE,UB,UB,DA,DA,0.4584666261643064,0.4584666261643064,FALSE,FALSE,TRUE,TRUE,UB,DA,FALSE
N003,CAN,USA,Grand Forks,FALSE,IU0,IU0,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N004,CAN,USA,Eastend-Ravenscrag (Poplar),FALSE,IU1,IU1,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N005,CAN,USA,Estevan Valley Aquifer System,FALSE,IU1,IU1,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N007,CAN,USA,Châteauguay,FALSE,IU1,IU1,IU1,IU1,0.353784030202506,0.353784030202506,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N008,MEX,USA,Tijuana - San Diego Aquifer,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N012,MEX,USA,Nogales-Rio Santa Cruz Aquifer / Upper Santa Cruz Basin,FALSE,DA,DA,DA,DA,0.03393413176102799,0.03393413176102799,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N013,MEX,USA,Rio San Pedro Aquifer / Upper San Pedro Basin,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,TRUE,TRUE,UB,DA,FALSE
N014,MEX,USA,Conejos Medanos Aquifer / Mesilla Bolson,FALSE,DA,DA,DA,DA,0.006543293539371333,0.006543293539371333,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N015,MEX,USA,Valle de Juarez Bolson / Hueco-Tularosa Bolson,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N018,MEX,USA,Las Palmas Aquifer / Mimbres Basin,FALSE,DA,DA,DA,DA,0.18767900970028623,0.18767900970028623,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N019,CAN,USA,Judith River,FALSE,DA,DA,DA,DA,0.04937151478292451,0.04937151478292451,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N020,CAN,USA,Milk River,FALSE,DA,DA,DA,DA,0.5357680764157204,0.5357680764157204,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N021,CAN,USA,Richelieu/Lake Champlain and Yamaska,FALSE,DA,DA,DA,DA,0.7619753551860046,0.7619753551860046,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N022a,CAN,USA,Northern Great Plains - Upper Cretaceous Aquifer System,FALSE,UB,UB,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N022b,CAN,USA,Northern Great Plains - Lower Tertiary Aquifer System,FALSE,UB,UB,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N025,MEX,USA,Laguna Salada Aquifer / Coyote Wells Valley,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,TRUE,TRUE,IU0,IU1,FALSE
N026,MEX,USA,Valle de Mexicali - San Luis Rio Colorado Aquifer / Yuma - Imperial Valley,FALSE,DA,DA,DA,DA,0.21980367969489129,0.21980367969489129,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N031,MEX,USA,Sonoyta-Puerto Penasco Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N035,MEX,USA,La Abra Plain,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N041,MEX,USA,San Simon Wash,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N045,MEX,USA,Rio Altar Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N048,MEX,USA,Rio Agua Prieta Aquifer / Douglas Basin,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N053,MEX,USA,Janos Aquifer / Playas Basin,FALSE,DA,DA,DA,DA,0.06766167225411189,0.06766167225411189,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N055,MEX,USA,Ascension Aquifer / Hachita Moscos Basin,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N057,MEX,USA,Potrillo Mountains,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N059,MEX,USA,Red Light Draw Bolson,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N061,MEX,USA,Green River Valley Bolson,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N062,MEX,USA,Presidio Bolson,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N063,MEX,USA,Redford Bolson,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N068,MEX,USA,Edwards Aquifer,FALSE,UB,UB,UB,UB,0.5267369271046198,0.5267369271046198,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N069,MEX,USA,Santa Fe del Pino Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N070,MEX,USA,Serrania del Burro Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N071,MEX,USA,Austin Formation / Austin Chalk,FALSE,IU0,IU0,IU1,IU1,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N075,MEX,USA,Presa La Amistad Aquifer,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N076,MEX,USA,Allende-Piedras Negras Aquifer,FALSE,DA,DA,BL,BL,0.4159773503168409,0.4159773503168409,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N082,MEX,USA,Carrizo-Wilcox Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
N088,MEX,USA,Baja de Rio Bravo / Gulf Coast Aquifer,FALSE,DA,DA,DA,DA,0.4189453337736735,0.4189453337736735,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S001,COL,PAN,Choco-Darién,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S002,COL,VEN,Táchira Pamplonita,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S003,COL,VEN,La Guajira,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S004,BRA,GUY,Grupo Roraima,TRUE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,TRUE,TRUE,IU0,IU1,FALSE
S004,BRA,VEN,Grupo Roraima,TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S004,GUY,VEN,Grupo Roraima,TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S005,BRA,GUY,Boa Vista-Serra do Tucano-North Savanna,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S006,FRA,SUR,Upper Sand / Zanderij,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S006,GUY,SUR,Upper Sand / Zanderij,TRUE,IU1,IU0,IU1,IU0,NA,NA,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
S007,GUY,SUR,Coesewijne,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S008,GUY,SUR,A-Sand/B-Sand,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S009,BRA,FRA,Aquífero litorâneo / Aquifères sédimentaires de la bande côtière,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S010,COL,ECU,Tulcán-Ipiales,FALSE,UB,UB,UB,UB,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S011,ECU,PER,Zarumilla,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S012,ECU,PER,Puyango-Tumbes-Catamayo-Chira,FALSE,UB,UB,DA,DA,0.020340031756511553,0.020340031756511553,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S013,BOL,BRA,Amazonas,TRUE,UB,UB,UB,UB,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S013,BOL,PER,Amazonas,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S013,BRA,COL,Amazonas,TRUE,UB,UB,UB,UB,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S013,BRA,PER,Amazonas,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S013,COL,ECU,Amazonas,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S013,COL,PER,Amazonas,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S013,COL,VEN,Amazonas,TRUE,UB,UB,UB,UB,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S013,ECU,PER,Amazonas,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S014,BOL,PER,Titicaca,FALSE,DA,DA,DA,DA,0.10179560891379745,0.10179560891379745,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S015,BOL,BRA,Pantanal,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S015,BOL,PRY,Pantanal,TRUE,UB,IU1,UB,IU1,NA,NA,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
S015,BRA,PRY,Pantanal,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S016,BOL,PRY,Agua Dulce,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S017,BOL,CHL,Salar de Ollagüe / Pastos Grandes,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S018,CHL,PER,Caplina-Concordia Aquifer System,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,TRUE,TRUE,IU1,BL,FALSE
S019,BRA,PRY,Aquidauana-Aquidabán,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S020,BRA,PRY,Caiua-Bauru-Acaray Aquifer,FALSE,UB,UB,UB,UB,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S021,ARG,BRA,Sistema Aquífero / Sistema Acuífero Guaraní,TRUE,DA,DA,DA,DA,0.03320061312362563,0.02771012815430933,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S021,ARG,PRY,Sistema Aquífero / Sistema Acuífero Guaraní,TRUE,DA,DA,DA,DA,0.07486201798420301,0.0715036657264172,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S021,ARG,URY,Sistema Aquífero / Sistema Acuífero Guaraní,TRUE,DA,DA,DA,DA,0.6539906994748653,0.06106864448885334,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S021,BRA,PRY,Sistema Aquífero / Sistema Acuífero Guaraní,TRUE,DA,DA,DA,DA,0.07486201798420301,0.0016326700936941517,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S021,BRA,URY,Sistema Aquífero / Sistema Acuífero Guaraní,TRUE,DA,DA,DA,DA,0.6539906994748653,0.6388214581665326,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S022,ARG,BRA,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,TRUE,DA,DA,DA,DA,0.059408322883239904,0.05183895644150595,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S022,ARG,PRY,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,TRUE,DA,UB,DA,DA,0.11626141877124614,0.11136597011872269,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
S022,ARG,URY,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,TRUE,DA,DA,DA,DA,0.6498006438090601,0.046688259068121477,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S022,BRA,PRY,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,TRUE,DA,DA,DA,DA,0.11626141877124614,3.731161056678729e-4,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S022,BRA,URY,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,TRUE,DA,DA,DA,DA,0.6498006438090601,0.6498006438090601,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S023,BRA,URY,Litoráneo-Chuy,FALSE,UB,UB,DA,DA,0.015364910466026999,0.015364910466026999,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S024,BRA,URY,Permo-Carbonífero,FALSE,DA,DA,DA,DA,0.32138006490051546,0.32138006490051546,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S025,ARG,URY,Litoral-Cretácico,FALSE,DA,DA,DA,DA,0.02962416831858404,0.02962416831858404,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S026,ARG,URY,Salto-Salto Chico,FALSE,DA,DA,DA,DA,0.5579892034905632,0.5579892034905632,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S027,ARG,BOL,Puneños,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S028,ARG,BOL,Sistema Acuífero Yrendá-Toba-Tarijeño (SAYTT),TRUE,DA,DA,DA,DA,0.011200569813368071,0.006472224439133305,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S028,ARG,PRY,Sistema Acuífero Yrendá-Toba-Tarijeño (SAYTT),TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S028,BOL,PRY,Sistema Acuífero Yrendá-Toba-Tarijeño (SAYTT),TRUE,UB,IU1,UB,IU1,NA,NA,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
S029,ARG,CHL,El Cóndor-Cañadón del Cóndor,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S030,BOL,CHL,Salar de Ascotán,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S031,BOL,CHL,Silala,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S032,BOL,CHL,Laguna Blanca,TRUE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
S032,CHL,PER,Laguna Blanca,TRUE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
