code,name,CC_1,CC_2,class,classF,cooperation_level,has_river_border,dist_class,class_stage1,classF_stage1,class_stage2,classF_stage2,measured_stage2,changed_stage2,changed_stage3,changed_overall,near_share_stage1,near_share_stage2,audit_error_class,audit_tier,comment_stage2,comment_stage3
AS160,Sinai?Negev Basin,EGY,ISR,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
AS161,Arava Valley / Wadi Araba Alluvial Aquifer,ISR,JOR,BL,BL,0,FALSE,10-100km,IU1,BL,IU1,BL,False,False,True,True,1.0,1.0,C,1,,"stage 3 (IU1->BL): audit class C, tier 1 -- groundwater irrigation absent from the whole polygon, contradicted by external sources; evidence on the JOR side"
C001,Soconusco-Suchiate / Coatán,GTM,MEX,UB,BL,0,TRUE,10-100km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
C002,Chicomuselo-Cuilco / Selegua,GTM,MEX,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,0.0348,0.0348,,,,
C003,Ocosingo-Usumacinta-Pocóm-Ixcán,GTM,MEX,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
C004,Márquez de Comillas-Chixoy / Xaclbal,GTM,MEX,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,0.0,0.0,,,,
C005,Boca del Cerro-San Pedro,GTM,MEX,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,0.0,0.0,,,,
C006,Trinitaria-Nentón,GTM,MEX,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,0.2364,0.2364,,,,
C007,Península de Yucatán-Candelaria-Hondo,BLZ,GTM,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,True,False,False,False,1.0,0.0,,,,
C007,Península de Yucatán-Candelaria-Hondo,BLZ,MEX,BL,BL,0,TRUE,10-100km,BL,BL,BL,BL,True,False,False,False,1.0,1.0,,,,
C007,Península de Yucatán-Candelaria-Hondo,GTM,MEX,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,True,False,False,False,0.3533,0.0,,,,
C008,Mopán-Belice,BLZ,GTM,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
C009,Pusila-Moho,BLZ,GTM,UB,UB,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,True,True,,,B,1,,"stage 3 (IU0->UB): audit class B, tier 1 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; target re-derived from the rule on the corrected frame; evidence on the BLZ/GTM side"
C010,Sarstún,BLZ,GTM,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
C011,Temash,BLZ,GTM,IU0,IU0,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
C012,Delta del Río Motagua,GTM,HND,IU1,IU1,0,TRUE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,0.0048,0.0048,,,,
C013,Chiquimula - Copán Ruinas,GTM,HND,UB,UB,0,FALSE,0-10km,UB,UB,UB,UB,False,False,False,False,0.0,0.0,,,,
C014,Ocotepeque-Citala,HND,SLV,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
C015,Ostua-Metapán,GTM,SLV,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,0.7305,0.7305,,,,
C016,Río Paz,GTM,SLV,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,0.9843,0.9843,,,,
C017,Estero Real-Río Negro,HND,NIC,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0872,0.0872,,,,
C018,Sixaola / Salinas Aquifer,CRI,PAN,UB,UB,0,TRUE,0-10km,UB,UB,UB,UB,False,False,False,False,,,,,,
CB001,Plaine du Nord?Massacre,DOM,HTI,BL,BL,0,FALSE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
CB002,Artibonito,DOM,HTI,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.1461,0.1461,,,,
CB003,Los Lagos,DOM,HTI,UB,BL,0,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,0.0896,0.0896,,,,
CB004,Pedernales,DOM,HTI,UB,UB,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,True,True,1.0,1.0,B,2,,"stage 3 (IU1->UB): audit class B, tier 2 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; target re-derived from the rule on the corrected frame; evidence on the HTI side"
EB010 - EB012,Cerknica / Kupa Aquifer; Ko?evje Goteni?ka Gora Aquifer; Radovica-Metlika / Zumberak Aquifer,HRV,SVN,IU1,IU1,0,TRUE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
EB013,Ormo?-Sredi??e ob Drava / Drava-Vara?din Aquifer,HRV,SVN,IU1,BL,0,TRUE,0-10km,IU1,BL,IU1,BL,False,False,False,False,1.0,1.0,,,,
EB014 - EB015,Bregana-Obre?je / Sava-Samobor,HRV,SVN,UB,UB,0,FALSE,0-10km,UB,UB,UB,UB,False,False,False,False,,,,,,
EB016 - EB021,"Bizeljsko / Sutla Aquifer (Bo?, Roga?ka, Atomske Toplice, Bohor, Orlica Aquifers)",HRV,SVN,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
EB022,Dolinsko-Ravensko / Mura Aquifer,HRV,SVN,IU1,BL,0,TRUE,0-10km,IU1,BL,IU1,BL,False,False,False,False,1.0,1.0,,,,
EB023,Kupa Aquifer,BIH,HRV,UB,UB,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,True,True,,,B,1,,"stage 3 (IU1->UB): audit class B, tier 1 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; target re-derived from the rule on the corrected frame; evidence on the HRV side"
EB024,Una,BIH,HRV,IU1,BL,0,TRUE,0-10km,IU1,BL,IU1,BL,False,False,False,False,,,,,,
EB025,Krka,BIH,HRV,IU1,BL,0,FALSE,10-100km,IU1,BL,IU1,BL,False,False,False,False,,,,,,
EB026,Cetina,BIH,HRV,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,0.0,0.0,,,,
EB027,Neretva,BIH,HRV,UB,BL,2,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
EB028,Trebi?njica,BIH,HRV,UB,BL,0,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
EB029,Dinaric Littoral (West Coast aquifer),HRV,MNE,IU1,UB,0,FALSE,0-10km,IU1,UB,IU1,UB,False,False,False,False,1.0,1.0,,,,
EB030,Bile?ko Lake,BIH,MNE,IU1,DA,0,FALSE,10-100km,IU1,DA,IU1,DA,False,False,False,False,1.0,1.0,,,,
EB031,Posavina I / Sava Aquifer,BIH,HRV,UB,BL,0,TRUE,0-10km,UB,BL,UB,BL,False,False,False,False,,,,,,
EB032,Srem-West Srem / Sava Aquifer,HRV,SRB,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,1.0,1.0,,,,
EB033,South Western Backa / Dunav Aquifer,HRV,SRB,UB,BL,0,TRUE,0-10km,UB,BL,UB,BL,False,False,False,False,,,,,,
EB034,Mura Aquifer,HRV,HUN,IU0,BL,0,TRUE,0-10km,IU0,BL,IU0,BL,False,False,False,False,,,,,,
EB035,Drava / Drava West Aquifer,HRV,HUN,UB,BL,0,TRUE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
EB036,Northeast Backa / Danube -Tisza Interfluve or Backa / Danube-Tisza Interfluve Aquifer,HRV,HUN,IU0,BL,0,FALSE,0-10km,IU0,BL,IU0,BL,False,False,False,False,1.0,1.0,,,,
EB040,Mures / Maros alluvial fan aquifer,HUN,ROU,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.1763,0.1763,,,,
EB041,"Körös Valley, Sárrét, Shallow Cri?uri aquifer",HUN,ROU,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0541,0.0541,,,,
EB042 - EB043,"Körös ? Cri?uri holocene, pleistocene transboundary aquifer (Hortobágy-Nagykunság Bihar Northern Part)",HUN,ROU,IU1,BL,0,FALSE,0-10km,IU1,BL,IU1,BL,False,False,False,False,0.0,0.0,,,,
EB044,"Skadar / Shkoder Lake, Dinaric East Coast Aquifer",ALB,MNE,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.7275,0.7275,,,,
EB046,"Nyírség, keleti rész / Nyírség, east margin aquifer",HUN,ROU,BL,DA,0,FALSE,10-100km,BL,DA,BL,DA,False,False,False,False,1.0,1.0,,,,
EB047,Somes / Szamos alluvial fan aquifer,HUN,ROU,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.8685,0.8685,,,,
EB049,Tara Massif,BIH,SRB,UB,UB,0,TRUE,0-10km,UB,UB,UB,UB,False,False,False,False,,,,,,
EB050,Lim Aquifer,MNE,SRB,UB,UB,0,TRUE,0-10km,UB,UB,UB,UB,False,False,False,False,,,,,,
EB051,Pe?ter Aquifer,MNE,SRB,IU1,IU1,0,FALSE,10-100km,IU0,IU1,IU0,IU1,False,False,True,True,,,B,2,,"stage 3 (IU0->IU1): audit class B, tier 2 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; evidence on the MNE/SRB side"
EB052,Metohija Aquifer,MNE,SRB,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,True,False,False,False,,,,,,
EB052,Metohija Aquifer,MNE,XKX,IU1,IU1,0,FALSE,0-10km,IU0,IU0,IU0,IU0,True,False,True,True,,,B,1,,"stage 3 (IU0->IU1): audit class B, tier 1 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; evidence on the MNE/XKX side"
EB052,Metohija Aquifer,SRB,XKX,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,True,False,False,False,,,,,,
EB053,Beli Drim / Drini i Bardhë Aquifer,ALB,XKX,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,0.2342,0.2342,,,,
EB054,Tetovo-Gostivar,MKD,XKX,UB,BL,0,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,0.0,0.0,,,,
EB055,Korab / Bistra - Stogovo Aquifer,ALB,MKD,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,1.0,1.0,,,,
EB056,Jablanica / Golobordo Aquifer,ALB,MKD,IU1,UB,0,FALSE,10-100km,IU1,UB,IU1,UB,False,False,False,False,0.0,0.0,,,,
EB057,Prespa and Ohrid Lake Aquifer,ALB,GRC,DA,DA,2,FALSE,10-100km,DA,DA,DA,DA,True,False,False,False,0.4807,0.3648,,,,
EB057,Prespa and Ohrid Lake Aquifer,ALB,MKD,DA,DA,2,FALSE,10-100km,DA,DA,DA,DA,True,False,False,False,0.3806,0.1689,,,,
EB057,Prespa and Ohrid Lake Aquifer,GRC,MKD,DA,DA,2,FALSE,10-100km,DA,DA,DA,DA,True,False,False,False,0.4807,0.1511,,,,
EB059,Mourgana Mountain / Mali I Gjerë Aquifer,ALB,GRC,IU0,IU1,0,TRUE,0-10km,IU0,IU1,IU0,IU1,False,False,False,False,0.9727,0.9727,,,,
EB061,Nemechka / Vjosa-Pogoni Aquifer,ALB,GRC,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,0.6016,0.6016,,,,
EB062,Pelagonia - Florina / Bitolsko Aquifer,GRC,MKD,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.9446,0.9446,,,,
EB063,Systima Axiou,GRC,MKD,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.44,0.44,,,,
EB064 - EB066,Dojran / Doirani Lake aquifer,GRC,MKD,IU1,BL,0,FALSE,0-10km,IU1,BL,IU1,BL,False,False,False,False,1.0,1.0,,,,
EB067 - EB069,Sandansky-Petrich Aquifer ; Sandansky Valley Aquifer ; Petrich Valley Aquifer,BGR,GRC,UB,DA,0,FALSE,10-100km,IU1,BL,IU1,DA,True,True,True,True,1.0,1.0,B,1,stage 2 (IU1->IU1): zone areas re-measured against this dyad's own border,"stage 3 (IU1->UB): audit class B, tier 1 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; target re-derived from the rule on the corrected frame; future target re-inferred BL -> DA; evidence on the BGR side"
EB067 - EB069,Sandansky-Petrich Aquifer ; Sandansky Valley Aquifer ; Petrich Valley Aquifer,BGR,MKD,UB,DA,0,FALSE,10-100km,IU1,BL,IU1,DA,True,True,True,True,0.993,0.4704,B,2,stage 2 (IU1->IU1): near-zone share 0.993 -> 0.470,"stage 3 (IU1->UB): audit class B, tier 2 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; target re-derived from the rule on the corrected frame; future target re-inferred BL -> DA; evidence on the BGR side"
EB067 - EB069,Sandansky-Petrich Aquifer ; Sandansky Valley Aquifer ; Petrich Valley Aquifer,GRC,MKD,DA,DA,0,FALSE,10-100km,BL,DA,DA,DA,True,True,False,True,1.0,0.6312,,,stage 2 (BL->DA): near-zone share 1.000 -> 0.631,
EB070,The former Yugoslav Republic of Macedonia - Central Serbia,MKD,XKX,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.2917,0.2917,,,,
EB071,The former Yugoslav Republic of Macedonia - SW Serbia,MKD,SRB,BL,DA,0,FALSE,10-100km,BL,DA,BL,DA,False,False,False,False,1.0,1.0,,,,
EB072,Zemen,BGR,SRB,IU0,IU1,0,FALSE,10-100km,IU0,IU1,IU0,IU1,False,False,False,False,,,,,,
EB073,Stara Planina / Salasha Montana Aquifer,BGR,SRB,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,0.5612,0.5612,,,,
EB075,Miroc & Golubac,ROU,SRB,IU0,IU0,0,TRUE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EB076,Dacian Basin,ROU,SRB,BL,BL,0,TRUE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
EB077,Orvilos-Agistros / Gotze Delchev aquifer,BGR,GRC,IU1,BL,0,FALSE,0-10km,IU0,BL,IU0,BL,False,False,True,True,1.0,1.0,B,1,,"stage 3 (IU0->IU1): audit class B, tier 1 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; evidence on the BGR/GRC side"
EB078,Nastan-Trigrad,BGR,GRC,IU1,IU1,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,True,True,,,B,1,,"stage 3 (IU0->IU1): audit class B, tier 1 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; evidence on the BGR/GRC side"
EB079,Smolyan,BGR,GRC,IU1,UB,0,FALSE,10-100km,IU1,UB,IU1,UB,False,False,False,False,0.0,0.0,,,,
EB080,Rudozem,BGR,GRC,IU1,UB,0,FALSE,0-10km,IU1,UB,IU1,UB,False,False,False,False,,,,,,
EB081,Erma Reka,BGR,GRC,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,1.0,1.0,,,,
EB082,Evros / Meriç,GRC,TUR,BL,DA,0,TRUE,10-100km,BL,DA,BL,DA,False,False,False,False,0.9968,0.9968,,,,
EB083,Orestiadas System,BGR,GRC,IU1,BL,0,TRUE,0-10km,IU1,BL,IU1,BL,True,False,False,False,1.0,1.0,,,,
EB083,Orestiadas System,BGR,TUR,IU1,BL,0,TRUE,0-10km,IU1,BL,IU1,BL,True,False,False,False,1.0,1.0,,,,
EB083,Orestiadas System,GRC,TUR,IU0,DA,0,TRUE,10-100km,IU0,BL,IU0,DA,True,True,False,True,1.0,1.0,,,stage 2 (IU0->IU0): zone areas re-measured against this dyad's own border,
EB085,Topolovgrad Massif Aquifer,BGR,TUR,IU1,DA,0,FALSE,10-100km,IU1,DA,IU1,DA,False,False,False,False,1.0,1.0,,,,
EB086,Malko Tarnovo Karst waterbearing massif,BGR,TUR,IU0,IU1,0,FALSE,10-100km,IU0,IU1,IU0,IU1,False,False,False,False,,,,,,
EB087,Dobrudja / Dobrogea Neogene  Sarmatian aquifer,BGR,ROU,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.7565,0.7565,,,,
EB088,Dobrudja / Dobrogea Upper Jurassic - Lower Cretaceous Aquifer,BGR,ROU,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.3636,0.3636,,,,
EB089,Danube-Prut,MDA,ROU,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,True,False,False,False,1.0,1.0,,,,
EB089,Danube-Prut,MDA,UKR,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,True,False,False,False,1.0,0.0,,,,
EB089,Danube-Prut,ROU,UKR,BL,DA,0,TRUE,10-100km,BL,DA,BL,DA,True,False,False,False,1.0,1.0,,,,
EB090,Middle Sarmantian Pontian Aquifer,MDA,ROU,UB,BL,2,TRUE,0-10km,IU1,BL,IU1,BL,False,False,True,True,1.0,1.0,B,1,,"stage 3 (IU1->UB): audit class B, tier 1 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; target re-derived from the rule on the corrected frame; evidence on the MDA side"
EB091,Prut,MDA,ROU,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,1.0,1.0,,,,
EB092,Piva,BIH,MNE,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EB093,Cijevna / Cemi Aquifer,ALB,MNE,IU1,BL,0,TRUE,10-100km,IU1,BL,IU1,BL,False,False,False,False,1.0,1.0,,,,
EU001,Low Miño / Minho,ESP,PRT,UB,UB,0,TRUE,0-10km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
EU008,Ciudad Rodrigo,ESP,PRT,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,0.0217,0.0217,,,,
EU010,Detrital Aquifer of the Guadiana Middle Basin,ESP,PRT,BL,BL,0,TRUE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
EU024,Nappe du Genevois,CHE,FRA,UB,BL,3,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,,,,,,
EU035,Thermalwasser im Tiefen Malmkarst des südbayerischen und oberösterreichischen Molassebeckens,AUT,DEU,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0,0.0,,,,
EU073,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,AUT,HUN,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,True,False,False,False,0.8969,0.0,,,,
EU073,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,AUT,SVN,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.8969,0.8969,,,,
EU073,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,HRV,HUN,IU1,BL,0,TRUE,10-100km,IU1,BL,IU1,BL,True,False,False,False,,,,,,
EU073,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,HRV,SVN,IU1,BL,0,TRUE,0-10km,IU1,BL,IU1,BL,True,False,False,False,0.6336,0.0856,,,,
EU073,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,HUN,SVN,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,True,False,False,False,0.6336,0.352,,,,
EU077,"Szigetköz, Hanság-Rábca / Podunajska Basin, Zitny Ostrov",HUN,SVK,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.7628,0.7628,,,,
EU081,Ipoly Völgy / Alúvium Ipla,HUN,SVK,UB,BL,0,TRUE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
EU082,Slovensky Kras / Aggtelek Aquifer,HUN,SVK,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,1.0,1.0,,,,
EU083,Bodrog Aquifer,HUN,SVK,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.9595,0.9595,,,,
EU084,Siret,ROU,UKR,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,0.4561,0.4561,,,,
EU085,Dniester,MDA,UKR,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,,,,,,
EU086; EU088 - EU089,Cenomanian Terringeous Aquifer; Upper Proterozoic Terringenous Aquifer; Pripyat,BLR,UKR,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,0.0847,0.0847,,,,
EU087; EU094,Paleogene-Neogene Terringenous Aquifer; Cenomanian Carbonate-Terrigenous Aquifer,BLR,UKR,IU0,IU0,0,TRUE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU095 - EU098,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,BLR,LTU,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,True,False,False,False,0.0,0.0,,,,
EU095 - EU098,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,BLR,POL,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,True,False,False,False,0.0,0.0,,,,
EU095 - EU098,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,LTU,POL,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,True,False,False,False,,,,,,
EU095 - EU098,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,LTU,RUS,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,True,False,False,False,0.5264,0.7245,,,,
EU095 - EU098,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,POL,RUS,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,True,False,False,False,0.5264,0.0,,,,
EU099,Daugava,BLR,LTU,UB,DA,0,FALSE,100+km,UB,DA,UB,DA,True,False,False,False,0.2082,0.0,,,,
EU099,Daugava,BLR,LVA,UB,DA,0,TRUE,100+km,UB,DA,UB,DA,True,False,False,False,0.2082,0.1575,,,,
EU099,Daugava,BLR,RUS,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,True,False,False,False,0.2082,0.0,,,,
EU099,Daugava,LTU,LVA,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,True,False,False,False,,,,,,
EU099,Daugava,LVA,RUS,UB,UB,0,FALSE,100+km,UB,UB,UB,UB,True,False,False,False,,,,,,
EU108,Cambrian-Ordovician Aquifer System,EST,RUS,UB,DA,0,TRUE,100+km,UB,DA,UB,DA,False,False,False,False,,,,,,
EU109,Cambrian-Vendian-Voronka Aquifer System,EST,RUS,UB,DA,0,TRUE,100+km,UB,DA,UB,DA,False,False,False,False,,,,,,
EU112,Upper Devonian Terrigenous-Carbonate Aquifer,BLR,RUS,IU0,IU0,0,TRUE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,1.0,1.0,,,,
EU123,Kanunkankaat Aquifer,FIN,RUS,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU282,Upper Pannonian Thermal Aquifer,AUT,HUN,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.8889,0.8545,,,,
EU282,Upper Pannonian Thermal Aquifer,AUT,SVK,DA,DA,0,FALSE,100+km,DA,DA,DA,DA,True,False,False,False,0.8889,0.1306,,,,
EU282,Upper Pannonian Thermal Aquifer,AUT,SVN,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.8889,0.0226,,,,
EU282,Upper Pannonian Thermal Aquifer,HRV,HUN,IU1,IU1,0,TRUE,10-100km,IU1,IU1,IU1,IU1,True,False,False,False,0.5785,0.0,,,,
EU282,Upper Pannonian Thermal Aquifer,HRV,SVN,IU1,IU1,0,TRUE,0-10km,IU1,IU1,IU1,IU1,True,False,False,False,0.3683,0.0706,,,,
EU282,Upper Pannonian Thermal Aquifer,HUN,SVK,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.5785,0.1694,,,,
EU282,Upper Pannonian Thermal Aquifer,HUN,SVN,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.5785,0.205,,,,
EU284,Quaternary aquifer system; Upper-Devonian (P?avi?as?Ogre) aquifer system; Upper-Middle-Devonian (Aruküla?Amata) aquifer system; Lower-Middle-Devonian aquifer system,EST,LVA,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,,,,,,
EU301,Quartair en pliomioceenzand van de Schelde / Sables quaternaires et plio-miocènes de l'Escaut,BEL,NLD,BL,BL,0,FALSE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
EU302,Quartair en oligoceenzand in de polders / Sables quaternaires et oligocènes des polders,BEL,NLD,UB,UB,0,FALSE,0-10km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
EU303,Quartair en oligoceenzand aan de kust / Sables quaternaires et oligocènes de la côte,BEL,NLD,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.401,0.401,,,,
EU304,Duinen en polders Oost-Vlaanderen / Dunes et polders de Flandre Orientale,BEL,NLD,UB,UB,0,FALSE,0-10km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
EU305,Duinen en kustgebieden / Dunes et zones côtières,BEL,NLD,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,0.8452,0.8452,,,,
EU306,Kempens zand / Sables de Campine,BEL,NLD,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.8803,0.8803,,,,
EU307,Oligoceenzand / Sables Oligocènes,BEL,NLD,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.9182,0.9182,,,,
EU308,Alluviale afzettingen van het Pleistoceen / Dépôts alluviaux du Pléistocène,BEL,NLD,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.8801,0.8801,,,,
EU309,Zandlaag van Orchies / Sables d'Orchies,BEL,FRA,BL,BL,0,FALSE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
EU310,Vlaamse zandlaag / Sables des Flandres,BEL,FRA,DA,BL,0,TRUE,10-100km,DA,BL,DA,BL,False,False,False,False,0.2605,0.2605,,,,
EU311,Kolenkalk / Calcaires du Carbonifère,BEL,FRA,BL,BL,0,TRUE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
EU312,Krijtlaag van de Deûle / Craie de la Deûle,BEL,FRA,UB,UB,0,TRUE,0-10km,UB,UB,UB,UB,False,False,False,False,0.3568,0.3568,,,,
EU313,Krijtlaag Valenciennes-Bergen / Craies de Valenciennes-Mons,BEL,FRA,BL,BL,0,FALSE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
